source_id,ocel timestamp,ocel activity,weight_y,price_y,numbers,orders,customers,number
9385.0,2019-10-17 11:36:02,reorder item,0.98,129.99,,['990859'],,['Gyunam Park']
9386.0,2019-10-17 12:08:26,item out of stock,0.28,89.99,,['990860'],,['Wil van der Aalst']
9387.0,2019-10-17 12:18:56,pay order,3.333,2784.98,,['990569'],,['Junxiong Gao']
9388.0,2019-10-17 12:22:44,pick item,0.28,89.99,,['990856'],,['Christine Dobbert']
9389.0,2019-10-17 12:23:23,pick item,1.37,2500.0,,['990800'],,['Anahita Farhang Ghahfarokhi']
9390.0,2019-10-17 12:23:28,pay order,3.233,4289.97,,['990816'],,['Claudia Graf']
9391.0,2019-10-17 12:38:15,pick item,0.188,1149.0,,['990875'],,['Majid Rafiei']
9392.0,2019-10-17 12:38:15,create package,2.643,1338.98,['660545'],"['990859', '990798', '990795']",,['Gyunam Park']
9393.0,2019-10-17 12:41:50,confirm order,2.363,1522.98,,['990875'],,['Majid Rafiei']
9394.0,2019-10-17 12:55:08,pick item,1.48,199.99,,['990839'],,['Majid Rafiei']
9395.0,2019-10-17 12:55:18,item out of stock,0.21,529.0,,['990848'],,['Mahsa Bafrani']
9396.0,2019-10-17 12:56:17,pick item,0.172,699.0,,['990844'],,['Mohammadreza Fani Sani']
9397.0,2019-10-17 12:57:39,place order,0.88,94.99,,['990877'],,['Claudia Graf']
9398.0,2019-10-17 13:09:50,pay order,2.506,1093.97,,['990862'],,['Mohammadreza Fani Sani']
9399.0,2019-10-17 13:20:37,reorder item,0.28,89.99,,['990860'],,['Wil van der Aalst']
9400.0,2019-10-17 13:23:30,confirm order,2.748,4312.99,,['990876'],,['Mahsa Bafrani']
9401.0,2019-10-17 13:31:13,item out of stock,0.78,99.99,,['990864'],,['Christina Rensinghof']
9402.0,2019-10-17 13:53:51,pay order,2.96,404.98,,['990734'],,['Luis Santos']
9403.0,2019-10-17 13:57:56,pick item,1.28,149.99,,['990735'],,['Christina Rensinghof']
9404.0,2019-10-17 13:57:56,create package,2.772,1414.98,['660546'],"['990841', '990740', '990861']",,['Lisa Mannel']
9405.0,2019-10-17 14:19:49,confirm order,0.28,94.99,,['990873'],,['Lisa Mannel']
9406.0,2019-10-17 14:33:24,pick item,0.172,699.0,,['990872'],,['Mahnaz Qafari']
9407.0,2019-10-17 14:37:08,pick item,0.483,1099.0,,['990865'],,['Christina Rensinghof']
9408.0,2019-10-17 14:44:40,pick item,0.495,129.0,,['990867'],,['Claudia Graf']
9409.0,2019-10-17 14:54:27,reorder item,0.495,129.0,,['990869'],,['Christina Rensinghof']
9410.0,2019-10-17 15:10:36,reorder item,0.21,529.0,,['990848'],,['Mahsa Bafrani']
9411.0,2019-10-17 15:15:06,place order,6.772,4850.95,,['990878'],,['Tobias Brockhoff']
9412.0,2019-10-17 15:18:23,pay order,0.65,1010.0,,['990863'],,['Anahita Farhang Ghahfarokhi']
9413.0,2019-10-17 15:40:38,pick item,0.44,476.0,,['990863'],,['Anahita Farhang Ghahfarokhi']
9414.0,2019-10-17 15:40:38,create package,5.058,4386.98,['660547'],"['990858', '990790', '990867', '990715', '990833']",,['Claudia Graf']
9415.0,2019-10-17 15:47:57,pick item,1.37,2500.0,,['990876'],,['Mahsa Bafrani']
9416.0,2019-10-17 15:56:20,pick item,0.2,39.99,,['990875'],,['Majid Rafiei']
9417.0,2019-10-17 16:02:54,pick item,0.44,476.0,,['990846'],,['Wil van der Aalst']
9418.0,2019-10-17 16:06:29,send package,2.643,1338.98,['660545'],"['990859', '990798', '990795']",,['Gyunam Park']
9419.0,2019-10-17 16:08:41,send package,2.385,2844.99,['660542'],"['990847', '990843']",,['Kefang Ding']
9420.0,2019-10-17 16:23:29,confirm order,0.655,1803.0,,['990872'],,['Mahnaz Qafari']
9421.0,2019-10-17 16:28:46,pick item,0.172,699.0,,['990840'],,['Christina Rensinghof']
9422.0,2019-10-17 16:31:01,package delivered,2.643,1338.98,['660545'],"['990859', '990798', '990795']",,['Gyunam Park']
9423.0,2019-10-17 16:32:46,payment reminder,5.86,5124.96,,['990766'],,['Anahita Farhang Ghahfarokhi']
9424.0,2019-10-17 16:37:35,pick item,0.88,89.99,,['990868'],,['Majid Rafiei']
9425.0,2019-10-17 16:43:36,pay order,0.655,1803.0,,['990872'],,['Mahnaz Qafari']
9426.0,2019-10-17 16:44:46,pick item,0.28,449.0,,['990822'],,['Junxiong Gao']
9427.0,2019-10-17 16:49:59,place order,1.998,1438.96,,['990879'],,['Kefang Ding']
9428.0,2019-10-17 16:56:51,pay order,2.225,2463.98,,['990867'],,['Claudia Graf']
9429.0,2019-10-17 17:00:26,package delivered,5.242999999999999,5504.96,['660541'],"['990866', '990834', '990842', '990855', '990856']",,['Christine Dobbert']
9430.0,2019-10-17 17:03:17,pick item,0.98,129.99,,['990878'],,['Tobias Brockhoff']
9431.0,2019-10-17 17:04:17,pick item,0.38,29.99,,['990874'],,['Seran Uysal']
9432.0,2019-10-17 17:04:17,create package,1.123,3396.0,['660548'],"['990815', '990822', '990857']",,['Junxiong Gao']
9433.0,2019-10-17 17:06:35,confirm order,1.5730000000000002,1118.99,,['990868'],,['Majid Rafiei']
9434.0,2019-10-17 17:26:42,send package,1.123,3396.0,['660548'],"['990815', '990822', '990857']",,['Junxiong Gao']
9435.0,2019-10-17 17:30:37,item out of stock,0.495,129.0,,['990869'],,['Christina Rensinghof']
9436.0,2019-10-17 17:32:07,pick item,0.483,495.0,,['990874'],,['Seran Uysal']
9437.0,2019-10-17 17:47:40,package delivered,2.385,2844.99,['660542'],"['990847', '990843']",,['Kefang Ding']
9438.0,2019-10-17 18:31:22,send package,5.058,4386.98,['660547'],"['990858', '990790', '990867', '990715', '990833']",,['Claudia Graf']
9439.0,2019-10-17 18:59:46,place order,1.27,723.98,,['990880'],,['Kefang Ding']
9440.0,2019-10-17 19:10:47,pay order,2.748,4312.99,,['990876'],,['Mahsa Bafrani']
9441.0,2019-10-17 19:46:05,reorder item,0.495,129.0,,['990869'],,['Christina Rensinghof']
9442.0,2019-10-17 20:56:00,item out of stock,1.48,199.99,,['990865'],,['Christina Rensinghof']
9443.0,2019-10-17 21:54:14,pay order,6.83,3620.95,,['990853'],,['Marco Pegoraro']
9444.0,2019-10-17 21:56:09,package delivered,5.058,4386.98,['660547'],"['990858', '990790', '990867', '990715', '990833']",,['Claudia Graf']
9445.0,2019-10-17 22:38:52,place order,1.118,1602.99,,['990881'],,['Luis Santos']
9446.0,2019-10-17 22:55:13,confirm order,0.88,94.99,,['990877'],,['Claudia Graf']
9447.0,2019-10-18 08:47:28,pick item,0.28,89.99,,['990860'],,['Wil van der Aalst']
9448.0,2019-10-18 09:09:19,place order,1.901,1184.99,,['990882'],,['Seran Uysal']
9449.0,2019-10-18 09:18:15,pick item,0.78,99.99,,['990881'],,['Luis Santos']
9450.0,2019-10-18 09:24:31,pick item,0.483,495.0,,['990882'],,['Seran Uysal']
9451.0,2019-10-18 09:24:31,create package,6.751,11967.99,['660549'],"['990864', '990735', '990869', '990865', '990852', '990840']",,['Christina Rensinghof']
9452.0,2019-10-18 09:24:42,item out of stock,0.2,39.99,,['990879'],,['Kefang Ding']
9453.0,2019-10-18 09:43:38,pick item,0.495,129.0,,['990874'],,['Seran Uysal']
9454.0,2019-10-18 09:50:05,pick item,0.172,699.0,,['990856'],,['Christine Dobbert']
9455.0,2019-10-18 09:51:28,pay order,2.026,3922.99,,['990812'],,['Mohammadreza Fani Sani']
9456.0,2019-10-18 09:56:19,pick item,0.21,529.0,,['990880'],,['Kefang Ding']
9457.0,2019-10-18 10:13:43,pick item,0.98,129.99,,['990878'],,['Tobias Brockhoff']
9458.0,2019-10-18 10:16:43,item out of stock,0.188,1149.0,,['990876'],,['Mahsa Bafrani']
9459.0,2019-10-18 10:18:52,pick item,0.38,29.99,,['990861'],,['Lisa Mannel']
9460.0,2019-10-18 10:26:32,item out of stock,0.188,1149.0,,['990865'],,['Christina Rensinghof']
9461.0,2019-10-18 10:32:30,item out of stock,0.483,79.99,,['990882'],,['Seran Uysal']
9462.0,2019-10-18 10:38:26,place order,2.168,872.98,,['990883'],,['Majid Rafiei']
9463.0,2019-10-18 10:42:44,item out of stock,0.483,79.99,,['990858'],,['Claudia Graf']
9464.0,2019-10-18 10:49:37,reorder item,1.48,199.99,,['990865'],,['Christina Rensinghof']
9465.0,2019-10-18 11:18:50,pick item,0.21,529.0,,['990878'],,['Tobias Brockhoff']
9466.0,2019-10-18 11:36:26,package delivered,1.626,3528.0,['660544'],"['990863', '990780', '990829']",,['Anahita Farhang Ghahfarokhi']
9467.0,2019-10-18 11:37:48,pick item,0.172,699.0,,['990881'],,['Luis Santos']
9468.0,2019-10-18 11:38:45,confirm order,6.772,4850.95,,['990878'],,['Tobias Brockhoff']
9469.0,2019-10-18 11:46:24,pick item,1.48,199.99,,['990859'],,['Gyunam Park']
9470.0,2019-10-18 12:06:06,pick item,1.48,199.99,,['990839'],,['Majid Rafiei']
9471.0,2019-10-18 12:10:57,confirm order,2.168,872.98,,['990883'],,['Majid Rafiei']
9472.0,2019-10-18 12:11:43,item out of stock,0.483,1099.0,,['990878'],,['Tobias Brockhoff']
9473.0,2019-10-18 12:24:16,reorder item,0.483,79.99,,['990882'],,['Seran Uysal']
9474.0,2019-10-18 12:28:54,package delivered,1.123,3396.0,['660548'],"['990815', '990822', '990857']",,['Junxiong Gao']
9475.0,2019-10-18 12:36:39,place order,2.864,4321.98,,['990884'],,['Mahnaz Qafari']
9476.0,2019-10-18 12:40:45,pick item,0.78,99.99,,['990880'],,['Kefang Ding']
9477.0,2019-10-18 12:55:05,send package,2.772,1414.98,['660546'],"['990841', '990740', '990861']",,['Lisa Mannel']
9478.0,2019-10-18 13:14:07,pick item,0.78,99.99,,['990855'],,['Christine Dobbert']
9479.0,2019-10-18 13:39:11,reorder item,0.483,1099.0,,['990878'],,['Tobias Brockhoff']
9480.0,2019-10-18 13:53:13,pick item,0.38,29.99,,['990879'],,['Kefang Ding']
9481.0,2019-10-18 13:53:13,create package,5.1320000000000014,9592.99,['660550'],"['990860', '990846']",,['Wil van der Aalst']
9482.0,2019-10-18 13:56:03,item out of stock,1.48,199.99,,['990871'],,['Mahnaz Qafari']
9483.0,2019-10-18 13:57:37,pick item,0.98,129.99,,['990859'],,['Gyunam Park']
9484.0,2019-10-18 14:05:18,pick item,0.172,699.0,,['990884'],,['Mahnaz Qafari']
9485.0,2019-10-18 14:13:28,pick item,0.2,39.99,,['990869'],,['Christina Rensinghof']
9486.0,2019-10-18 14:18:41,pick item,0.28,89.99,,['990880'],,['Kefang Ding']
9487.0,2019-10-18 14:33:05,place order,1.429,983.98,,['990885'],,['Luis Santos']
9488.0,2019-10-18 14:34:20,pick item,0.98,129.99,,['990843'],,['Kefang Ding']
9489.0,2019-10-18 14:57:42,pick item,0.495,129.0,,['990883'],,['Majid Rafiei']
9490.0,2019-10-18 14:58:27,reorder item,0.2,39.99,,['990879'],,['Kefang Ding']
9491.0,2019-10-18 15:08:27,pick item,1.25,2200.0,,['990845'],,['Majid Rafiei']
9492.0,2019-10-18 15:23:59,pick item,0.188,1149.0,,['990865'],,['Christina Rensinghof']
9493.0,2019-10-18 15:23:59,create package,3.989,2317.95,['660551'],"['990825', '990853', '990850']",,['Marco Pegoraro']
9494.0,2019-10-18 15:36:41,confirm order,1.27,723.98,,['990880'],,['Kefang Ding']
9495.0,2019-10-18 15:37:49,pick item,0.44,476.0,,['990882'],,['Seran Uysal']
9496.0,2019-10-18 15:38:15,pick item,0.78,99.99,,['990878'],,['Tobias Brockhoff']
9497.0,2019-10-18 15:54:44,pick item,1.28,149.99,,['990865'],,['Christina Rensinghof']
9498.0,2019-10-18 16:21:50,pick item,0.495,129.0,,['990869'],,['Christina Rensinghof']
9499.0,2019-10-18 16:25:58,place order,4.652,4772.98,,['990886'],,['Marco Pegoraro']
9500.0,2019-10-18 16:34:19,pick item,0.483,495.0,,['990886'],,['Marco Pegoraro']
9501.0,2019-10-18 16:45:27,pick item,0.21,529.0,,['990857'],,['Junxiong Gao']
9502.0,2019-10-18 16:50:15,item out of stock,0.21,529.0,,['990868'],,['Majid Rafiei']
9503.0,2019-10-18 16:56:41,pick item,0.78,99.99,,['990884'],,['Mahnaz Qafari']
9504.0,2019-10-18 16:56:41,create package,4.061,3006.97,['660552'],"['990862', '990721', '990844']",,['Mohammadreza Fani Sani']
9505.0,2019-10-18 17:02:05,pick item,0.483,79.99,,['990879'],,['Kefang Ding']
9506.0,2019-10-18 17:17:24,confirm order,1.901,1184.99,,['990882'],,['Seran Uysal']
9507.0,2019-10-18 17:24:02,confirm order,1.429,983.98,,['990885'],,['Luis Santos']
9508.0,2019-10-18 17:35:17,pick item,0.495,129.0,,['990882'],,['Seran Uysal']
9509.0,2019-10-18 17:48:30,pick item,0.88,89.99,,['990877'],,['Claudia Graf']
9510.0,2019-10-18 17:49:10,pick item,1.25,2200.0,,['990884'],,['Mahnaz Qafari']
9511.0,2019-10-18 18:11:43,place order,2.404,1662.96,,['990887'],,['Wil van der Aalst']
9512.0,2019-10-18 18:19:17,pick item,0.2,39.99,,['990887'],,['Wil van der Aalst']
9513.0,2019-10-18 18:30:44,item out of stock,0.28,89.99,,['990884'],,['Mahnaz Qafari']
9514.0,2019-10-18 18:32:04,pick item,0.21,529.0,,['990876'],,['Mahsa Bafrani']
9515.0,2019-10-18 18:32:04,create package,2.712,1078.96,['660553'],"['990855', '990856', '990866']",,['Christine Dobbert']
9516.0,2019-10-18 19:14:02,pay order,0.28,94.99,,['990873'],,['Lisa Mannel']
9517.0,2019-10-18 20:14:44,place order,1.48,204.99,,['990888'],,['Kefang Ding']
9518.0,2019-10-18 21:56:09,confirm order,1.118,1602.99,,['990881'],,['Luis Santos']
9519.0,2019-10-18 22:13:00,pick item,0.166,799.0,,['990881'],,['Luis Santos']
9520.0,2019-10-18 23:09:03,place order,3.626,1987.96,,['990889'],,['Luis Santos']
9521.0,2019-10-19 21:26:57,place order,2.74,424.97,,['990890'],,['Marco Pegoraro']
9522.0,2019-10-20 09:58:10,payment reminder,0.655,1803.0,,['990762'],,['Kefang Ding']
9523.0,2019-10-20 12:03:02,payment reminder,3.18,900.97,,['990543'],,['Junxiong Gao']
9524.0,2019-10-20 13:30:16,payment reminder,1.543,689.98,,['990753'],,['Mohammadreza Fani Sani']
9525.0,2019-10-20 17:26:06,payment reminder,1.43,1109.99,,['990773'],,['Junxiong Gao']
9526.0,2019-10-20 21:41:42,place order,2.902,5231.0,,['990891'],,['Seran Uysal']
9527.0,2019-10-21 08:40:25,item out of stock,0.483,79.99,,['990883'],,['Majid Rafiei']
9528.0,2019-10-21 09:36:15,place order,1.178,1782.99,,['990892'],,['Christina Rensinghof']
9529.0,2019-10-21 10:01:58,reorder item,0.78,99.99,,['990864'],,['Christina Rensinghof']
9530.0,2019-10-21 10:19:17,pick item,0.166,799.0,,['990885'],,['Luis Santos']
9531.0,2019-10-21 10:32:06,reorder item,0.28,89.99,,['990884'],,['Mahnaz Qafari']
9532.0,2019-10-21 10:37:35,pick item,0.483,1099.0,,['990872'],,['Mahnaz Qafari']
9533.0,2019-10-21 10:41:14,reorder item,0.21,529.0,,['990868'],,['Majid Rafiei']
9534.0,2019-10-21 10:41:20,pick item,0.483,495.0,,['990878'],,['Tobias Brockhoff']
9535.0,2019-10-21 10:42:59,confirm order,1.826,1897.98,,['990874'],,['Seran Uysal']
9536.0,2019-10-21 10:44:19,send package,5.1320000000000014,9592.99,['660550'],"['990860', '990846']",,['Wil van der Aalst']
9537.0,2019-10-21 10:50:19,send package,6.751,11967.99,['660549'],"['990864', '990735', '990869', '990865', '990852', '990840']",,['Christina Rensinghof']
9538.0,2019-10-21 11:02:45,item out of stock,0.28,89.99,,['990873'],,['Lisa Mannel']
9539.0,2019-10-21 11:08:02,send package,3.989,2317.95,['660551'],"['990825', '990853', '990850']",,['Marco Pegoraro']
9540.0,2019-10-21 11:14:13,reorder item,0.21,529.0,,['990846'],,['Wil van der Aalst']
9541.0,2019-10-21 11:14:29,confirm order,1.998,1438.96,,['990879'],,['Kefang Ding']
9542.0,2019-10-21 11:18:11,pick item,1.48,199.99,,['990878'],,['Tobias Brockhoff']
9543.0,2019-10-21 11:18:11,create package,4.603,1637.94,['660554'],"['990843', '990879', '990870', '990880']",,['Kefang Ding']
9544.0,2019-10-21 11:22:45,pick item,0.495,129.0,,['990875'],,['Majid Rafiei']
9545.0,2019-10-21 11:32:18,place order,2.625,1542.97,,['990893'],,['Lisa Mannel']
9546.0,2019-10-21 11:36:08,pick item,0.495,129.0,,['990835'],,['Lisa Mannel']
9547.0,2019-10-21 11:38:53,pick item,0.98,129.99,,['990876'],,['Mahsa Bafrani']
9548.0,2019-10-21 11:39:12,send package,4.603,1637.94,['660554'],"['990843', '990879', '990870', '990880']",,['Kefang Ding']
9549.0,2019-10-21 11:49:34,reorder item,0.188,1149.0,,['990865'],,['Christina Rensinghof']
9550.0,2019-10-21 11:50:45,pick item,0.21,529.0,,['990878'],,['Tobias Brockhoff']
9551.0,2019-10-21 11:51:20,send package,2.712,1078.96,['660553'],"['990855', '990856', '990866']",,['Christine Dobbert']
9552.0,2019-10-21 11:54:24,pick item,0.98,129.99,,['990883'],,['Majid Rafiei']
9553.0,2019-10-21 11:54:56,pick item,0.44,476.0,,['990891'],,['Seran Uysal']
9554.0,2019-10-21 12:07:03,pick item,0.172,699.0,,['990884'],,['Mahnaz Qafari']
9555.0,2019-10-21 12:09:51,pick item,1.28,149.99,,['990886'],,['Marco Pegoraro']
9556.0,2019-10-21 12:09:51,create package,3.195,6294.99,['660555'],"['990871', '990884', '990872']",,['Mahnaz Qafari']
9557.0,2019-10-21 12:15:43,pick item,0.28,89.99,,['990874'],,['Seran Uysal']
9558.0,2019-10-21 12:39:42,item out of stock,0.38,29.99,,['990846'],,['Wil van der Aalst']
9559.0,2019-10-21 13:24:23,place order,0.495,134.0,,['990894'],,['Tobias Brockhoff']
9560.0,2019-10-21 13:30:14,confirm order,1.178,1782.99,,['990892'],,['Christina Rensinghof']
9561.0,2019-10-21 13:38:36,pick item,0.38,29.99,,['990862'],,['Mohammadreza Fani Sani']
9562.0,2019-10-21 13:48:14,confirm order,2.902,5231.0,,['990891'],,['Seran Uysal']
9563.0,2019-10-21 14:16:15,package delivered,3.989,2317.95,['660551'],"['990825', '990853', '990850']",,['Marco Pegoraro']
9564.0,2019-10-21 14:22:02,payment reminder,3.14,374.97,,['990781'],,['Lisa Mannel']
9565.0,2019-10-21 14:33:23,pick item,0.98,129.99,,['990889'],,['Luis Santos']
9566.0,2019-10-21 14:33:29,confirm order,3.626,1987.96,,['990889'],,['Luis Santos']
9567.0,2019-10-21 14:34:02,confirm order,2.404,1662.96,,['990887'],,['Wil van der Aalst']
9568.0,2019-10-21 14:37:13,pick item,0.483,79.99,,['990893'],,['Lisa Mannel']
9569.0,2019-10-21 14:41:53,reorder item,0.38,29.99,,['990846'],,['Wil van der Aalst']
9570.0,2019-10-21 15:08:33,place order,3.663,2511.98,,['990895'],,['Christine Dobbert']
9571.0,2019-10-21 15:17:51,item out of stock,0.483,79.99,,['990889'],,['Luis Santos']
9572.0,2019-10-21 15:23:11,reorder item,0.483,79.99,,['990858'],,['Claudia Graf']
9573.0,2019-10-21 15:24:11,confirm order,2.864,4321.98,,['990884'],,['Mahnaz Qafari']
9574.0,2019-10-21 15:26:22,pick item,1.25,2200.0,,['990827'],,['Christine Dobbert']
9575.0,2019-10-21 15:28:57,item out of stock,0.28,89.99,,['990889'],,['Luis Santos']
9576.0,2019-10-21 15:29:34,pick item,0.21,529.0,,['990884'],,['Mahnaz Qafari']
9577.0,2019-10-21 15:32:12,pick item,0.172,699.0,,['990827'],,['Christine Dobbert']
9578.0,2019-10-21 15:32:12,create package,1.81,2976.0,['660556'],"['990863', '990800']",,['Anahita Farhang Ghahfarokhi']
9579.0,2019-10-21 15:43:33,package delivered,2.772,1414.98,['660546'],"['990841', '990740', '990861']",,['Lisa Mannel']
9580.0,2019-10-21 15:46:15,pick item,0.78,99.99,,['990886'],,['Marco Pegoraro']
9581.0,2019-10-21 15:51:37,reorder item,1.48,199.99,,['990871'],,['Mahnaz Qafari']
9582.0,2019-10-21 15:58:01,package delivered,6.751,11967.99,['660549'],"['990864', '990735', '990869', '990865', '990852', '990840']",,['Christina Rensinghof']
9583.0,2019-10-21 15:59:04,confirm order,1.48,204.99,,['990888'],,['Kefang Ding']
9584.0,2019-10-21 16:01:14,confirm order,4.652,4772.98,,['990886'],,['Marco Pegoraro']
9585.0,2019-10-21 16:13:44,reorder item,0.483,79.99,,['990883'],,['Majid Rafiei']
9586.0,2019-10-21 16:19:47,pay order,2.404,1662.96,,['990887'],,['Wil van der Aalst']
9587.0,2019-10-21 16:20:45,pick item,0.172,699.0,,['990879'],,['Kefang Ding']
9588.0,2019-10-21 16:20:45,create package,7.447999999999999,4266.95,['660557'],"['990845', '990875', '990883', '990839', '990868']",,['Majid Rafiei']
9589.0,2019-10-21 16:36:54,place order,0.354,1953.0,,['990896'],,['Christine Dobbert']
9590.0,2019-10-21 16:38:52,item out of stock,0.483,495.0,,['990878'],,['Tobias Brockhoff']
9591.0,2019-10-21 16:41:34,package delivered,2.712,1078.96,['660553'],"['990855', '990856', '990866']",,['Christine Dobbert']
9592.0,2019-10-21 16:44:27,item out of stock,0.21,529.0,,['990883'],,['Majid Rafiei']
9593.0,2019-10-21 16:49:38,item out of stock,0.172,699.0,,['990893'],,['Lisa Mannel']
9594.0,2019-10-21 16:52:27,reorder item,0.21,529.0,,['990883'],,['Majid Rafiei']
9595.0,2019-10-21 16:53:53,item out of stock,0.483,495.0,,['990889'],,['Luis Santos']
9596.0,2019-10-21 16:57:44,send package,1.81,2976.0,['660556'],"['990863', '990800']",,['Anahita Farhang Ghahfarokhi']
9597.0,2019-10-21 17:00:16,pick item,0.28,89.99,,['990890'],,['Marco Pegoraro']
9598.0,2019-10-21 17:04:31,pick item,1.48,199.99,,['990888'],,['Kefang Ding']
9599.0,2019-10-21 17:11:17,failed delivery,5.1320000000000014,9592.99,['660550'],"['990860', '990846']",,['Wil van der Aalst']
9600.0,2019-10-21 17:18:48,pay order,1.43,1109.99,,['990773'],,['Junxiong Gao']
9601.0,2019-10-21 17:38:04,pick item,0.21,529.0,,['990840'],,['Christina Rensinghof']
9602.0,2019-10-21 17:40:58,item out of stock,0.21,529.0,,['990892'],,['Christina Rensinghof']
9603.0,2019-10-21 17:41:15,reorder item,0.483,495.0,,['990878'],,['Tobias Brockhoff']
9604.0,2019-10-21 17:41:45,pick item,0.188,1149.0,,['990865'],,['Christina Rensinghof']
9605.0,2019-10-21 17:48:39,send package,4.061,3006.97,['660552'],"['990862', '990721', '990844']",,['Mohammadreza Fani Sani']
9606.0,2019-10-21 17:52:41,pick item,0.78,99.99,,['990864'],,['Christina Rensinghof']
9607.0,2019-10-21 18:02:11,pick item,0.483,1099.0,,['990895'],,['Christine Dobbert']
9608.0,2019-10-21 18:02:44,pick item,0.98,129.99,,['990890'],,['Marco Pegoraro']
9609.0,2019-10-21 18:13:29,pay order,3.835,4204.99,,['990740'],,['Lisa Mannel']
9610.0,2019-10-21 18:33:35,place order,1.52,1982.98,,['990897'],,['Majid Rafiei']
9611.0,2019-10-21 18:45:30,pay order,1.48,204.99,,['990888'],,['Kefang Ding']
9612.0,2019-10-21 18:57:54,package delivered,4.061,3006.97,['660552'],"['990862', '990721', '990844']",,['Mohammadreza Fani Sani']
9613.0,2019-10-21 19:05:59,reorder item,0.21,529.0,,['990892'],,['Christina Rensinghof']
9614.0,2019-10-21 19:08:32,reorder item,0.483,495.0,,['990889'],,['Luis Santos']
9615.0,2019-10-21 19:24:20,pick item,0.495,129.0,,['990894'],,['Tobias Brockhoff']
9616.0,2019-10-21 21:20:20,place order,2.043,1702.99,,['990898'],,['Tobias Brockhoff']
9617.0,2019-10-21 21:32:56,confirm order,2.74,424.97,,['990890'],,['Marco Pegoraro']
9618.0,2019-10-21 21:52:21,pick item,0.483,1099.0,,['990794'],,['Tobias Brockhoff']
9619.0,2019-10-21 21:52:21,create package,2.56,3158.99,['660558'],['990876'],,['Mahsa Bafrani']
9620.0,2019-10-22 01:00:00,create package,6.101,3340.96,['660559'],"['990878', '990794', '990894']",,['Tobias Brockhoff']
9621.0,2019-10-22 04:19:54,place order,1.76,234.98,,['990899'],,['Mahnaz Qafari']
9622.0,2019-10-22 08:35:49,pay order,1.973,763.98,,['990717'],,['Christine Dobbert']
9623.0,2019-10-22 08:40:15,pick item,0.172,699.0,,['990887'],,['Wil van der Aalst']
9624.0,2019-10-22 09:03:17,reorder item,0.28,89.99,,['990873'],,['Lisa Mannel']
9625.0,2019-10-22 09:13:37,pick item,0.78,99.99,,['990885'],,['Luis Santos']
9626.0,2019-10-22 09:19:08,pick item,1.48,199.99,,['990895'],,['Christine Dobbert']
9627.0,2019-10-22 09:32:43,pick item,0.78,99.99,,['990899'],,['Mahnaz Qafari']
9628.0,2019-10-22 09:34:57,package delivered,5.1320000000000014,9592.99,['660550'],"['990860', '990846']",,['Wil van der Aalst']
9629.0,2019-10-22 09:47:41,place order,4.086,5142.97,,['990900'],,['Anahita Farhang Ghahfarokhi']
9630.0,2019-10-22 09:52:34,pick item,0.28,89.99,,['990879'],,['Kefang Ding']
9631.0,2019-10-22 09:59:59,item out of stock,0.28,89.99,,['990900'],,['Anahita Farhang Ghahfarokhi']
9632.0,2019-10-22 10:01:22,pay order,2.998,3952.99,,['990601'],,['Wil van der Aalst']
9633.0,2019-10-22 10:02:53,pay order,5.86,5124.96,,['990766'],,['Anahita Farhang Ghahfarokhi']
9634.0,2019-10-22 10:04:29,pick item,0.21,529.0,,['990889'],,['Luis Santos']
9635.0,2019-10-22 10:26:30,pay order,3.626,1987.96,,['990889'],,['Luis Santos']
9636.0,2019-10-22 10:33:18,reorder item,1.37,2500.0,,['990847'],,['Kefang Ding']
9637.0,2019-10-22 10:53:11,pick item,1.37,2500.0,,['990900'],,['Anahita Farhang Ghahfarokhi']
9638.0,2019-10-22 10:58:45,send package,2.56,3158.99,['660558'],['990876'],,['Mahsa Bafrani']
9639.0,2019-10-22 11:01:35,item out of stock,0.21,529.0,,['990895'],,['Christine Dobbert']
9640.0,2019-10-22 11:03:27,item out of stock,0.166,799.0,,['990891'],,['Seran Uysal']
9641.0,2019-10-22 11:07:35,pick item,0.38,29.99,,['990887'],,['Wil van der Aalst']
9642.0,2019-10-22 11:09:06,reorder item,0.28,89.99,,['990900'],,['Anahita Farhang Ghahfarokhi']
9643.0,2019-10-22 11:10:36,pick item,0.98,129.99,,['990899'],,['Mahnaz Qafari']
9644.0,2019-10-22 11:35:08,confirm order,0.495,134.0,,['990894'],,['Tobias Brockhoff']
9645.0,2019-10-22 11:38:37,pick item,0.483,1099.0,,['990898'],,['Tobias Brockhoff']
9646.0,2019-10-22 11:42:57,item out of stock,1.28,149.99,,['990895'],,['Christine Dobbert']
9647.0,2019-10-22 11:46:24,item out of stock,0.483,495.0,,['990886'],,['Marco Pegoraro']
9648.0,2019-10-22 11:49:06,pick item,1.48,199.99,,['990890'],,['Marco Pegoraro']
9649.0,2019-10-22 11:55:09,place order,1.143,1582.99,,['990901'],,['Christine Dobbert']
9650.0,2019-10-22 12:24:27,package delivered,1.81,2976.0,['660556'],"['990863', '990800']",,['Anahita Farhang Ghahfarokhi']
9651.0,2019-10-22 12:42:05,pay order,3.18,900.97,,['990543'],,['Junxiong Gao']
9652.0,2019-10-22 12:44:05,pay order,1.178,1782.99,,['990892'],,['Christina Rensinghof']
9653.0,2019-10-22 13:03:12,pick item,0.38,29.99,,['990897'],,['Majid Rafiei']
